objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
587742775639999303,5360,40,6,339,839,3,198.2122231,18.08933814,22.825798,20.799627,20.449783,20.321854,20.202991,0.78765,0.037611,0.040558,0.059385,0.182279
587742775639999304,5360,40,6,339,840,6,198.21329737,18.08949542,22.738804,21.66021,21.454046,21.281363,20.899265,0.597983,0.062668,0.077758,0.110615,0.260217
587742775639999358,5360,40,6,339,894,3,198.22523086,18.0914374,21.336143,20.300623,19.985758,19.936489,19.903564,0.195878,0.023978,0.025857,0.039184,0.127575
587742775639999359,5360,40,6,339,895,6,198.22485277,18.08900392,21.567068,20.518023,20.204967,20.043213,20.049913,0.217317,0.025599,0.027791,0.03818,0.124516
587742775639999360,5360,40,6,339,896,3,198.22426969,18.08994022,21.477392,20.60733,20.293768,20.095667,20.453566,0.226209,0.030403,0.033483,0.045576,0.210406
587742775639999592,5360,40,6,339,1128,6,198.26860326,18.09710879,21.557673,20.63666,20.433075,20.402678,20.346626,0.20899,0.028362,0.034111,0.05353,0.163581
587742775639999593,5360,40,6,339,1129,6,198.26794525,18.09680308,22.60947,20.904385,20.542356,20.705332,20.528725,0.562613,0.036994,0.039812,0.075405,0.21159
587742775639999595,5360,40,6,339,1131,6,198.26963875,18.09911313,22.032837,21.322189,21.048487,21.09491,21.973576,0.315603,0.047347,0.056091,0.097532,0.592771
587742775639999596,5360,40,6,339,1132,3,198.27120563,18.09980871,22.420153,21.300194,20.844975,20.695263,21.005325,0.533679,0.055739,0.056894,0.08789,0.370564
587742775639999597,5360,40,6,339,1133,3,198.27374132,18.10039229,21.930153,21.402887,21.074173,21.269167,21.393717,0.385941,0.066355,0.077355,0.155996,0.566898
587742775639999598,5360,40,6,339,1134,3,198.27126582,18.09859479,23.226828,21.895262,21.493393,21.497446,21.245035,0.948011,0.082866,0.09054,0.154277,0.397947
587742775639999599,5360,40,6,339,1135,6,198.26996513,18.09780166,24.952053,22.308371,22.171328,22.110353,21.491791,1.610326,0.106536,0.147877,0.23902,0.427752
587742775639999600,5360,40,6,339,1136,6,198.26647771,18.09698688,25.105928,22.993746,23.702868,23.955765,21.979368,1.528597,0.191274,0.522799,0.884894,0.595801
587742775639999601,5360,40,6,339,1137,6,198.27289653,18.09975157,26.187563,23.016157,22.619392,23.566427,22.446068,0.748438,0.194843,0.219569,0.74428,0.739627
587742775639999610,5360,40,6,339,1146,6,198.27542064,18.10251083,20.654791,19.489332,18.981052,18.812401,18.735691,0.098284,0.012929,0.011839,0.015105,0.041555
587742775639999611,5360,40,6,339,1147,6,198.27548995,18.10178335,23.509399,21.352711,21.161428,21.175989,22.124008,1.102658,0.052345,0.066611,0.111258,0.663922
587742775639999612,5360,40,6,339,1148,6,198.27330934,18.10230377,23.513878,23.058584,22.266155,21.830801,21.360693,1.078633,0.204221,0.163132,0.18991,0.389556
587742775639999613,5360,40,6,339,1149,6,198.27697747,18.10157771,23.824406,22.807426,22.143118,22.710947,21.956524,1.318421,0.162791,0.144449,0.40227,0.590409
587742775639999614,5360,40,6,339,1150,6,198.27557151,18.10108136,23.108185,23.28418,23.022442,22.617842,21.344194,0.790439,0.244324,0.309791,0.372695,0.383164
587742775640000380,5360,40,6,339,1916,6,198.22181805,18.09157008,23.45532,22.589352,22.048986,22.089838,21.795259,1.048878,0.136494,0.131374,0.227275,0.522147
587742775640000461,5360,40,6,339,1997,6,198.23218448,18.08829157,23.860991,22.074862,21.75178,21.414711,22.127411,1.353743,0.088842,0.101337,0.125951,0.639743
587742775640000632,5360,40,6,339,2168,6,198.25768827,18.09591745,23.712173,22.821857,22.309261,22.333715,21.854416,1.258608,0.166269,0.166663,0.287865,0.549011
587742775640000633,5360,40,6,339,2169,6,198.25630668,18.09618514,23.185137,22.659214,22.10058,21.945948,21.509642,1.069547,0.186414,0.177983,0.266123,0.575908
587742775640000830,5360,40,6,339,2366,6,198.28591917,18.10818189,21.895124,21.343529,20.976646,20.818714,20.847691,0.282416,0.047986,0.052897,0.077293,0.253106
587742904477352362,5390,40,6,161,426,6,198.16382278,18.21724699,20.062519,17.505297,16.130962,15.238333,14.760028,0.045865,5.205272E-3,3.970287E-3,3.647158E-3,4.491621E-3
587742904477352369,5390,40,6,161,433,6,198.16204182,18.2106227,18.254343,16.849911,16.258394,15.991457,15.839934,0.015419,4.544329E-3,4.120511E-3,4.094535E-3,6.480234E-3
587742904477352371,5390,40,6,161,435,6,198.14945366,18.1845013,18.352196,16.946627,16.345913,16.075647,15.910316,0.01614,4.652009E-3,4.224105E-3,4.28127E-3,6.718197E-3
587742904477352379,5390,40,6,161,443,6,198.15565664,18.13976666,17.237709,15.421591,14.676848,16.328833,13.487026,0.013489,9.246681E-3,0.011788,0.016209,8.342752E-3
587742904477354932,5390,40,6,161,2996,6,198.15326076,18.19954042,24.75061,22.435694,22.09165,21.823372,22.156546,1.058431,0.097561,0.104725,0.148599,0.617502
587742775639998492,5360,40,6,339,28,6,198.21654523,18.08793015,18.214756,16.802168,16.233824,15.96608,15.818914,0.019068,4.023249E-3,3.694509E-3,3.818644E-3,6.669967E-3
587742775639998691,5360,40,6,339,227,6,198.22448257,18.0854369,19.128309,17.865591,17.310431,17.099207,16.969812,0.032159,5.766352E-3,5.06564E-3,5.547894E-3,0.011654
587742775639998692,5360,40,6,339,228,6,198.2220374,18.08582868,21.238892,20.468906,20.212322,20.151293,20.122519,0.166998,0.025262,0.028446,0.042752,0.137226
587742775639998693,5360,40,6,339,229,6,198.22311153,18.08428259,23.67716,22.203102,21.86586,21.689499,21.570391,1.217217,0.097993,0.110644,0.159061,0.446294
587742775639998727,5360,40,6,339,263,6,198.23512398,18.08404055,26.787779,23.006111,22.035723,24.178383,22.577459,0.478259,0.214918,0.141193,1.007314,0.85862
587742775639998800,5360,40,6,339,336,6,198.26062051,18.09017032,18.075123,16.906822,16.468315,16.304058,16.202383,0.016572,4.265704E-3,3.98092E-3,4.187691E-3,7.711128E-3
587742775639998801,5360,40,6,339,337,6,198.25717802,18.08984388,20.906904,19.999304,19.682804,19.609491,19.424135,0.123013,0.018411,0.019467,0.027665,0.07296
587742775639998802,5360,40,6,339,338,3,198.25823671,18.08989822,20.107056,19.300571,18.954662,18.897192,19.058279,0.126037,0.019172,0.020304,0.030812,0.121986
587742775639998803,5360,40,6,339,339,6,198.25733845,18.08892391,22.012707,21.253908,21.157766,21.12434,20.941616,0.314063,0.045689,0.061449,0.099471,0.271107
587742775639998804,5360,40,6,339,340,6,198.26031901,18.0916037,21.633768,22.270012,21.027178,21.294392,20.565163,0.227557,0.106684,0.055043,0.115091,0.1971
587742775639998805,5360,40,6,339,341,6,198.26060158,18.08879756,22.143064,22.549931,21.353491,21.570906,21.153841,0.351805,0.13394,0.072455,0.147518,0.325034
587742775639998807,5360,40,6,339,343,6,198.25925412,18.09140934,21.890303,21.987074,21.592953,21.457994,21.502897,0.284936,0.083385,0.090205,0.135399,0.438358
587742775639998808,5360,40,6,339,344,3,198.25632807,18.08803184,25.943367,22.594608,21.97296,22.453993,22.138136,1.071157,0.162902,0.146122,0.378278,0.79684
587742775639998817,5360,40,6,339,353,6,198.27500853,18.09502081,21.442757,20.626005,20.398821,20.308884,20.33485,0.187463,0.027786,0.032707,0.049351,0.161938
587742775639998822,5360,40,6,339,358,6,198.28113296,18.09891448,21.568914,20.773298,20.557888,20.531803,20.467796,0.210507,0.031207,0.037374,0.060044,0.181795
587742775639998823,5360,40,6,339,359,3,198.27710309,18.09658505,21.796082,20.594002,20.242867,20.418821,20.206549,0.301465,0.030966,0.033618,0.064444,0.178664
587742775639998825,5360,40,6,339,361,6,198.27626671,18.09722679,22.213293,21.177607,20.976845,21.047386,20.451128,0.36925,0.042534,0.05299,0.094232,0.179242
587742775639998826,5360,40,6,339,362,6,198.28015012,18.09901964,22.021212,21.072737,20.865843,20.711571,20.796299,0.313023,0.039376,0.048617,0.070724,0.244301
587742775639998828,5360,40,6,339,364,6,198.27461608,18.09750101,22.076395,21.140194,20.858683,20.76367,20.779327,0.320341,0.04064,0.047446,0.073053,0.262152
587742775639998892,5360,40,6,339,428,6,198.28962731,18.10674171,20.844782,19.716814,19.259159,19.125414,18.94618,0.116489,0.014971,0.014204,0.019189,0.050036
587742775639998898,5360,40,6,339,434,6,198.2914242,18.10904661,21.607941,20.478937,20.232878,20.159208,20.36788,0.220531,0.024904,0.028956,0.043878,0.166845
587742775639998902,5360,40,6,339,438,6,198.2917661,18.1072086,21.235319,20.741508,20.46752,20.367905,20.81896,0.15931,0.029939,0.034697,0.052285,0.247865
587742775639998905,5360,40,6,339,441,6,198.29072699,18.10852436,21.660034,21.166716,20.874369,20.918789,20.945147,0.235589,0.042825,0.050044,0.086617,0.282005
587742775639998909,5360,40,6,339,445,6,198.28958915,18.10781586,22.704498,21.564022,21.395452,21.132559,20.473953,0.566208,0.058043,0.077044,0.103293,0.185019
587742775639998964,5360,40,6,339,500,6,198.15868199,18.11817943,22.363026,21.301622,21.110079,20.986736,20.823744,0.448158,0.046175,0.058988,0.084284,0.24707
587742775639999169,5360,40,6,339,705,3,198.18536927,18.09487233,21.868046,21.199198,20.665268,20.733654,20.852798,0.373518,0.055603,0.053518,0.09233,0.351477
587742775639999170,5360,40,6,339,706,3,198.18830844,18.09325551,23.533581,22.489109,21.844793,22.496542,23.539125,1.525082,0.173606,0.150763,0.450095,0.92986
587742775639999198,5360,40,6,339,734,6,198.19130058,18.09246589,20.86157,19.830032,19.627312,19.590418,19.6737,0.120291,0.018313,0.020503,0.028184,0.090468
587742775639999302,5360,40,6,339,838,6,198.21272774,18.08644741,20.794586,19.680344,19.562874,19.578718,19.602518,0.114274,0.014656,0.017176,0.025977,0.084578
587742775639999305,5360,40,6,339,841,6,198.21220452,18.08863115,23.985561,22.031315,21.634039,21.637579,20.994631,1.459668,0.085445,0.090843,0.151359,0.282315
587742775639999306,5360,40,6,339,842,3,198.2125777,18.08760708,23.928755,22.829565,22.228931,22.915548,21.689074,1.414608,0.16717,0.152382,0.452221,0.485093
587742775639999594,5360,40,6,339,1130,6,198.2702443,18.09633952,22.515028,21.269144,21.032103,21.034281,21.046097,0.479837,0.045321,0.055184,0.092332,0.297847
587742775639999638,5360,40,6,339,1174,6,198.28405882,18.10224156,21.813564,20.60202,20.334543,20.317358,19.926138,0.257977,0.027277,0.031244,0.050224,0.114403
587742775639999640,5360,40,6,339,1176,6,198.28328357,18.10312269,25.343401,22.14945,22.120743,22.000772,21.160093,1.361318,0.093956,0.143143,0.222067,0.334422
587742775639999641,5360,40,6,339,1177,3,198.28527397,18.10135017,24.298435,22.500822,21.613003,21.632008,22.084099,1.684327,0.133351,0.096791,0.170433,0.687999
587742775639999642,5360,40,6,339,1178,6,198.28124119,18.10237309,23.134247,22.308302,21.947208,21.683382,21.274788,0.79265,0.106105,0.121644,0.166502,0.361668
587742775639999644,5360,40,6,339,1180,6,198.2820237,18.10280297,24.357489,22.549431,22.099388,21.744368,23.069511,1.604149,0.13033,0.139174,0.175574,0.765688
587742775639999645,5360,40,6,339,1181,6,198.28172609,18.10382755,24.812599,22.547239,22.103315,22.410339,22.290861,1.625466,0.13013,0.139426,0.314059,0.70222
587742775640000065,5360,40,6,339,1601,3,198.16855194,18.11193994,23.369921,22.334694,22.000731,21.50139,21.803337,1.134934,0.125156,0.145016,0.154367,0.621629
587742775640000103,5360,40,6,339,1639,3,198.17276904,18.10499628,23.619858,22.572744,23.212429,22.681398,22.248844,1.718751,0.195816,0.529222,0.557976,1.057393
587742775640000107,5360,40,6,339,1643,6,198.1739542,18.10763268,23.357924,22.148214,21.794563,21.590532,21.901699,1.011164,0.095213,0.108301,0.148646,0.581302
587742775640000431,5360,40,6,339,1967,6,198.22684468,18.08343531,22.29311,22.094152,21.533728,21.379562,21.220045,0.475828,0.105836,0.098186,0.144328,0.413547
587742775640000432,5360,40,6,339,1968,6,198.22740633,18.08454446,23.51659,22.627132,22.17251,22.101822,21.900236,1.091517,0.140588,0.144226,0.230693,0.556113
587742775640000444,5360,40,6,339,1980,3,198.23030048,18.08404673,22.577017,21.763025,21.304729,21.108862,23.078632,0.678973,0.088918,0.090334,0.127635,1.052704
587742775640000445,5360,40,6,339,1981,6,198.22961914,18.08407751,23.105011,22.35936,21.955793,22.137321,22.135765,0.797069,0.112155,0.119888,0.236786,0.638483
587742775640000481,5360,40,6,339,2017,6,198.23574344,18.08676871,22.45051,21.429501,21.130508,21.118711,21.395393,0.463563,0.051733,0.059016,0.096546,0.390067
587742775640000482,5360,40,6,339,2018,6,198.23479197,18.08720407,25.451811,22.94656,22.349344,23.166975,23.03075,1.318019,0.189984,0.17443,0.570166,0.789871
587742775640000605,5360,40,6,339,2141,6,198.2543743,18.08787596,23.358816,21.598358,21.265718,21.294703,21.577744,0.955263,0.059105,0.066265,0.113816,0.448594
587742775640000718,5360,40,6,339,2254,6,198.26753219,18.09458867,22.809387,21.599108,21.388664,21.312481,21.387827,0.61416,0.059069,0.074519,0.117777,0.391119
587742775640000831,5360,40,6,339,2367,6,198.28701791,18.10777596,22.546597,23.245291,22.11791,22.461634,22.311531,0.549788,0.264973,0.157981,0.366617,0.807585
587742904477352358,5390,40,6,161,422,6,198.15306025,18.12622957,17.665426,15.97541,15.277101,15.695474,14.736881,0.011496,4.239706E-3,3.924828E-3,4.776019E-3,4.663879E-3
587742904477352360,5390,40,6,161,424,6,198.14884736,18.13991153,17.881971,16.321491,15.669986,15.366383,15.179859,0.012899,4.299083E-3,3.99584E-3,3.932355E-3,5.20125E-3
587742904477352361,5390,40,6,161,425,6,198.15468188,18.12761503,17.781385,16.326624,15.910637,15.444087,15.291401,0.012215,4.345836E-3,4.575948E-3,4.002913E-3,5.436548E-3
587742904477353476,5390,40,6,161,1540,6,198.14261047,18.15667208,22.031021,21.135994,20.97666,20.903299,20.549444,0.210108,0.035378,0.041004,0.066016,0.182039
587742904477353477,5390,40,6,161,1541,6,198.14373545,18.15724941,23.039618,21.532246,21.397537,21.092855,20.911175,0.48235,0.047772,0.057702,0.077751,0.247163
587742904477353509,5390,40,6,161,1573,6,198.14923395,18.20117471,21.730494,20.749386,20.584517,20.579521,20.734531,0.162358,0.026456,0.030639,0.050751,0.216113
587742904477353511,5390,40,6,161,1575,6,198.14937149,18.20278962,23.785751,22.070488,21.755766,21.665628,21.546625,0.804954,0.07232,0.078513,0.129411,0.417337
587742904477353929,5390,40,6,161,1993,6,198.14145824,18.16221001,22.172155,21.216803,21.11768,21.000183,21.250351,0.234372,0.037544,0.045916,0.071621,0.327569
587742904477354858,5390,40,6,161,2922,6,198.14163437,18.17757101,25.133242,23.117476,22.467329,22.359821,22.58016,0.955929,0.17188,0.14274,0.233643,0.709471
587742904477354865,5390,40,6,161,2929,6,198.14267347,18.1795858,26.025494,23.171494,23.065561,23.050858,22.688837,0.544011,0.181986,0.23977,0.416214,0.730065
587742904477354871,5390,40,6,161,2935,6,198.14217391,18.1654879,22.916531,22.323652,21.964302,21.78857,22.495831,0.440583,0.092628,0.096256,0.147633,0.721345
587742904477354875,5390,40,6,161,2939,6,198.14254483,18.16730015,23.4123,23.235838,23.315729,22.511763,22.466864,0.625075,0.190972,0.28777,0.265621,0.690616
587742904477354900,5390,40,6,161,2964,6,198.14819795,18.19896968,22.482094,21.699167,21.484907,21.43351,22.033596,0.299765,0.053797,0.06262,0.105344,0.576208
587742904477354920,5390,40,6,161,2984,6,198.15140443,18.19915894,22.869654,22.068933,21.717209,21.704462,23.117556,0.418736,0.072088,0.076122,0.13369,0.709795
587742775639933514,5360,40,6,338,586,6,198.15637448,18.118415,21.639336,20.909988,20.74856,20.727322,20.567118,0.239272,0.035726,0.042983,0.067144,0.196328
587742775639933519,5360,40,6,338,591,6,198.15505881,18.11725829,23.201515,21.626377,21.260864,21.367449,21.256193,0.885381,0.062875,0.066034,0.117701,0.351254
587742775639933524,5360,40,6,338,596,6,198.15425733,18.11872776,25.814955,22.348213,22.046122,21.980358,22.026585,1.074381,0.121413,0.136943,0.212511,0.645397
587742775639933527,5360,40,6,338,599,6,198.15624859,18.1167807,23.700394,22.834873,23.157814,23.369066,22.215479,1.284574,0.176548,0.340144,0.626688,0.675451
587742775639998489,5360,40,6,339,25,6,198.26566274,18.08984189,18.140823,16.662365,16.037148,15.775582,15.623652,0.017435,4.043441E-3,3.649705E-3,3.663773E-3,5.968863E-3
587742775639998544,5360,40,6,339,80,6,198.17038303,18.10050202,20.936789,19.955212,19.563061,19.43858,19.477955,0.129514,0.017607,0.017375,0.023344,0.077505
587742775639998553,5360,40,6,339,89,6,198.16815386,18.10164419,22.208134,21.418024,21.049049,20.983917,21.136137,0.39495,0.052901,0.057184,0.087453,0.333894
587742775639998561,5360,40,6,339,97,6,198.17091056,18.09953871,25.584291,22.997332,22.248932,21.805834,22.006788,1.216368,0.192111,0.155143,0.172625,0.598379
587742775639998614,5360,40,6,339,150,6,198.18774747,18.08998735,18.245026,17.011227,17.180281,17.359951,17.400181,0.018395,4.298684E-3,4.82005E-3,6.192338E-3,0.015207
587742775639998617,5360,40,6,339,153,6,198.19207489,18.08987324,20.883501,19.962194,19.61607,19.539757,19.513733,0.124028,0.017457,0.017806,0.024992,0.078314
587742775639998622,5360,40,6,339,158,6,198.19595032,18.08690128,21.910725,21.110981,20.788155,20.79505,21.325651,0.299611,0.040594,0.044276,0.071915,0.373493
587742775639998623,5360,40,6,339,159,3,198.19327126,18.09011836,21.920691,20.972315,20.665424,20.674631,20.768887,0.329669,0.039418,0.043813,0.071734,0.264916
587742775639998625,5360,40,6,339,161,6,198.18465831,18.09087467,22.267551,21.194672,20.947449,20.822491,20.606113,0.403281,0.042813,0.050179,0.072785,0.201571
587742775639998628,5360,40,6,339,164,6,198.19189498,18.08870409,22.264111,21.396368,20.973558,20.975548,21.221287,0.438324,0.055259,0.056192,0.092481,0.385015
587742775639998630,5360,40,6,339,166,6,198.18899705,18.08933511,22.138134,21.803827,21.675001,21.327112,20.875389,0.358501,0.071082,0.093842,0.11356,0.253198
587742775639998631,5360,40,6,339,167,6,198.19612337,18.0896614,22.830349,21.786587,21.281296,21.198086,21.521416,0.703871,0.07237,0.069848,0.106743,0.454565
587742775639998632,5360,40,6,339,168,3,198.19428906,18.0880754,22.808113,21.138208,20.891365,20.670704,21.207047,1.005515,0.06266,0.075157,0.10392,0.579451
587742775639998633,5360,40,6,339,169,6,198.18967332,18.08793709,23.229614,21.772182,21.334938,21.646757,21.480778,0.94532,0.071466,0.072726,0.157994,0.439947
587742775639998634,5360,40,6,339,170,6,198.19117154,18.08768555,23.54122,24.714212,23.240044,21.199951,20.376745,1.130591,0.623896,0.358417,0.101146,0.164737
587742775639998637,5360,40,6,339,173,6,198.18659861,18.08971832,22.426369,22.585548,21.599869,22.129467,21.762709,0.462429,0.137922,0.087578,0.230803,0.508649
587742775639998711,5360,40,6,339,247,6,198.23366521,18.08331003,17.716064,16.074165,15.368149,15.072036,14.924608,0.013517,3.576799E-3,3.299083E-3,3.308624E-3,4.738967E-3
587742775639998718,5360,40,6,339,254,6,198.23357629,18.08219197,23.101358,22.496061,24.810772,24.373053,20.683924,0.792948,0.135494,0.791823,0.920952,0.254826
587742775639998721,5360,40,6,339,257,6,198.2328133,18.07993517,23.539736,22.111387,21.583231,21.33658,20.954035,1.114731,0.089285,0.08597,0.11601,0.269609
587742775639998725,5360,40,6,339,261,3,198.23314735,18.08112351,23.787146,23.521311,21.979259,21.708305,21.062651,1.423171,0.329435,0.13465,0.180713,0.338852
587742775639998806,5360,40,6,339,342,6,198.26021139,18.08698567,22.427305,21.782879,21.5165,21.337677,22.272095,0.448837,0.068397,0.082099,0.118937,0.687792
587742775639998811,5360,40,6,339,347,6,198.27907594,18.09229497,18.364117,16.975313,16.350782,16.100735,15.946414,0.01951,4.36424E-3,3.863514E-3,3.962004E-3,6.83745E-3
587742775639998813,5360,40,6,339,349,6,198.2802776,18.09487653,20.291773,19.25395,18.776131,18.623146,18.537838,0.073726,0.011335,0.010408,0.013158,0.035412
587742775639998816,5360,40,6,339,352,6,198.2732621,18.08967959,20.986256,20.416243,20.177208,20.20496,20.529881,0.137827,0.025094,0.029061,0.048232,0.208946
587742775639998818,5360,40,6,339,354,6,198.27689764,18.09416489,21.325094,20.527597,20.273054,20.194498,20.423233,0.1714,0.025794,0.029596,0.044759,0.174944
587742775639998821,5360,40,6,339,357,6,198.27372382,18.09320657,21.357489,20.834328,20.528748,20.607685,20.285805,0.175528,0.032448,0.036392,0.063798,0.15473
587742775639998824,5360,40,6,339,360,3,198.28421611,18.0988525,21.344406,20.269182,20.007355,19.994389,20.003868,0.251805,0.02872,0.033824,0.056283,0.194726
587742775639998827,5360,40,6,339,363,6,198.27294171,18.09259613,22.511833,20.941912,20.599171,20.589779,20.341621,0.489992,0.03545,0.038993,0.063925,0.167881
587742775639998829,5360,40,6,339,365,6,198.28251861,18.09586882,22.408628,21.110573,20.751236,20.777973,21.054855,0.438289,0.040038,0.043647,0.07433,0.30226
587742775639998830,5360,40,6,339,366,6,198.27754069,18.09191991,22.000252,21.186794,20.834904,20.745573,20.611387,0.305422,0.04248,0.046632,0.072141,0.206328
587742775639998831,5360,40,6,339,367,6,198.27887057,18.09527428,21.934582,21.15007,20.836912,20.78319,20.927689,0.287638,0.040865,0.046665,0.074263,0.268654
587742775639998832,5360,40,6,339,368,6,198.28117844,18.0973692,22.692926,21.526592,21.072437,21.025614,21.239977,0.559851,0.055944,0.057379,0.092919,0.352821
587742775639998833,5360,40,6,339,369,6,198.2831394,18.09948081,22.576067,21.610527,21.4611,21.5105,20.982048,0.496418,0.060009,0.079938,0.141701,0.284485
