objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
587736980641808516,4011,40,4,132,132,6,251.72972568,47.52435672,18.624172,16.526468,15.690858,15.259527,15.061998,0.020143,4.272087E-3,3.819407E-3,4.393473E-3,5.609708E-3
587736980641809691,4011,40,4,132,1307,6,251.70796898,47.54412495,22.783861,22.265867,22.131001,21.700836,22.255249,0.412436,0.087325,0.120074,0.119899,0.682171
587736980641809721,4011,40,4,132,1337,6,251.70535882,47.53957917,22.429216,21.252857,21.005096,20.781088,20.564497,0.306815,0.038693,0.046594,0.054403,0.197234
587736980641809853,4011,40,4,132,1469,6,251.70318878,47.5170414,22.925766,22.241583,21.984598,21.856354,22.796251,0.630681,0.11297,0.13924,0.191565,1.119928
587736980641809877,4011,40,4,132,1493,6,251.70679045,47.51504697,24.083237,22.58812,22.479389,22.324348,22.119526,1.008105,0.113304,0.160558,0.206278,0.640844
587736980641873933,4011,40,4,133,13,6,251.75188034,47.49841419,22.232935,19.613457,18.487062,18.047356,17.832247,0.265641,0.012795,8.502373E-3,8.377417E-3,0.022092
587736980641873934,4011,40,4,133,14,3,251.78060045,47.51081251,20.040667,18.525414,17.91765,17.697418,17.519382,0.059263,7.912761E-3,6.922047E-3,7.896952E-3,0.022712
587736980641873936,4011,40,4,133,16,6,251.7544066,47.49961056,22.667433,19.886738,18.683006,18.182718,17.853743,0.371178,0.014932,9.346603E-3,8.854831E-3,0.021639
587736980641873940,4011,40,4,133,20,6,251.77075362,47.50629333,20.820496,19.329927,18.765226,18.562075,18.577415,0.082766,0.010866,9.803154E-3,0.010932,0.037768
587736980641808558,4011,40,4,132,174,6,251.74809039,47.56130003,23.079092,20.564558,19.135567,17.913015,17.30958,0.515159,0.023247,0.012096,7.779765E-3,0.015062
587736980641808566,4011,40,4,132,182,3,251.74993974,47.56122429,23.292545,21.659176,21.344732,21.240648,21.443401,0.779717,0.063909,0.074481,0.103778,0.544117
587736980641808981,4011,40,4,132,597,6,251.78824795,47.54272837,22.429453,21.221321,20.99054,20.754635,20.718943,0.306982,0.037515,0.045739,0.053759,0.223795
587736980641808983,4011,40,4,132,599,3,251.78914465,47.54263378,22.992643,21.029093,20.809589,20.882845,21.336481,0.705869,0.0428,0.053219,0.086798,0.569725
587736980641808984,4011,40,4,132,600,6,251.78941936,47.54195201,23.413881,22.205168,21.987852,21.82114,22.179462,0.668468,0.081501,0.104949,0.13365,0.658424
587736980641809015,4011,40,4,132,631,6,251.79453804,47.52986113,24.802412,22.407829,22.01259,21.849529,22.287668,1.176332,0.100615,0.112406,0.147612,0.748258
587736980641809669,4011,40,4,132,1285,6,251.70329441,47.54607482,23.845577,22.501812,22.318918,21.891521,22.350451,0.89222,0.10468,0.139311,0.140655,0.7116
587736980641809685,4011,40,4,132,1301,6,251.70494081,47.54393013,22.381712,21.804203,21.9083,21.977142,21.846395,0.297667,0.059672,0.098863,0.152292,0.544447
587736980641809686,4011,40,4,132,1302,3,251.70513853,47.54330783,23.995413,22.3776,22.207943,21.766125,22.106575,1.065164,0.103869,0.139684,0.141505,0.721048
587736980641809687,4011,40,4,132,1303,6,251.70575023,47.54469203,23.084831,22.792347,22.715164,22.304588,22.690062,0.521567,0.1346,0.197696,0.201638,0.775537
587736980641809688,4011,40,4,132,1304,6,251.70371072,47.54279214,24.610493,22.94125,23.035318,22.447563,23.39089,1.124732,0.152372,0.25902,0.228218,0.684935
587736980641809722,4011,40,4,132,1338,3,251.70408792,47.5405429,23.059938,22.605076,22.148075,21.707008,23.325262,0.797754,0.174144,0.180018,0.191902,1.17387
587736980641809776,4011,40,4,132,1392,6,251.76931651,47.55644986,22.457581,21.256914,20.890846,20.783039,20.869493,0.315225,0.038069,0.0419,0.054733,0.256041
587736980641809777,4011,40,4,132,1393,3,251.76582215,47.5571458,22.817806,21.343578,21.148293,21.032749,22.025124,0.474579,0.044422,0.057106,0.07814,0.711965
587736980641809778,4011,40,4,132,1394,6,251.77120994,47.55623833,22.728241,21.883181,21.585829,21.620499,21.900005,0.432639,0.067307,0.080042,0.124518,0.635448
587736980641809779,4011,40,4,132,1395,3,251.76741623,47.55643479,23.300516,22.090044,21.613375,21.867983,21.560005,0.708141,0.082383,0.084695,0.16068,0.5218
587736980641809780,4011,40,4,132,1396,6,251.76863719,47.55485609,24.332167,22.778503,22.736826,22.260288,23.571777,1.084937,0.130526,0.199125,0.195462,0.621026
587736980641809781,4011,40,4,132,1397,6,251.76758659,47.55544874,24.234909,22.706638,22.6064,22.727201,22.149702,1.049743,0.122924,0.178354,0.289975,0.64722
587736980641809795,4011,40,4,132,1411,6,251.7718615,47.55448846,23.348675,22.997707,23.116583,22.281527,21.676136,0.644886,0.157311,0.27619,0.200477,0.486638
587736980641809826,4011,40,4,132,1442,6,251.70109662,47.5205925,23.039562,21.916267,21.674084,21.815323,21.733479,0.50909,0.065111,0.080374,0.132277,0.50461
587736980641809827,4011,40,4,132,1443,6,251.70008856,47.51986866,22.80888,22.357254,22.024656,21.544373,21.783598,0.44401,0.096772,0.113052,0.110402,0.554983
587736980641809854,4011,40,4,132,1470,6,251.70299165,47.51636132,23.175581,22.541574,22.529898,22.085348,21.412025,0.567512,0.109498,0.167668,0.167075,0.399739
587736980641809995,4011,40,4,132,1611,6,251.79246337,47.52772144,25.668013,22.382696,21.557131,20.696259,20.71867,0.880629,0.107899,0.083189,0.059898,0.271723
587736980641809996,4011,40,4,132,1612,6,251.79327342,47.52701718,25.515232,25.790998,24.677248,22.144598,21.505013,0.858798,0.452349,0.678698,0.185231,0.445063
587736980641810007,4011,40,4,132,1623,6,251.72153323,47.49844647,23.483177,22.078539,21.878588,21.783165,21.4095,0.748617,0.077815,0.10011,0.137565,0.43141
587736980641810008,4011,40,4,132,1624,6,251.72455919,47.49737772,25.205856,22.305258,22.095814,21.841293,21.669134,0.970745,0.088439,0.113845,0.134496,0.485173
587736980641810009,4011,40,4,132,1625,6,251.72389546,47.49810909,25.534622,24.407568,23.856375,21.847242,21.839005,0.84836,0.464402,0.489538,0.142717,0.575264
587736980641810010,4011,40,4,132,1626,6,251.72219153,47.49920411,24.673498,22.753904,22.498297,22.091803,22.772352,1.112362,0.128515,0.161186,0.167128,0.777105
587736980641873925,4011,40,4,133,5,6,251.77395397,47.50205698,19.717957,17.825829,17.11776,16.834042,16.671246,0.03718,5.642248E-3,4.850368E-3,5.270509E-3,0.010359
587736980641873937,4011,40,4,133,17,6,251.78555642,47.51202847,19.356756,18.609095,18.91531,19.156006,19.252035,0.029334,7.575026E-3,0.010576,0.015719,0.064087
587736980641874694,4011,40,4,133,774,3,251.76492317,47.49722692,24.092749,22.159027,21.827427,21.843309,21.383957,1.029099,0.079334,0.092929,0.139405,0.4051
587736980641874701,4011,40,4,133,781,6,251.77083877,47.49952171,22.202492,21.780064,21.453777,21.223545,21.838116,0.299505,0.066851,0.077394,0.096007,0.675059
587736980641808506,4011,40,4,132,122,6,251.72592603,47.56031113,19.170977,16.035513,14.605325,15.055658,13.74448,0.029708,3.873837E-3,3.298475E-3,0.01235,4.714809E-3
587736980641808559,4011,40,4,132,175,6,251.74425991,47.56148261,19.61132,18.367744,18.075497,17.978952,17.938686,0.035058,6.890242E-3,6.90491E-3,8.056534E-3,0.02309
587736980641808560,4011,40,4,132,176,6,251.73905256,47.56384846,22.258547,20.852371,20.384884,20.209307,20.194143,0.264046,0.028266,0.028277,0.034082,0.141937
587736980641808561,4011,40,4,132,177,6,251.73821096,47.56468738,22.12793,21.154661,20.843054,20.554222,20.277842,0.247416,0.036268,0.041788,0.047104,0.161281
587736980641808562,4011,40,4,132,178,6,251.73968379,47.56257697,22.801805,21.172104,20.761993,20.641838,20.781355,0.417376,0.035669,0.037847,0.048539,0.235222
587736980641808563,4011,40,4,132,179,3,251.74129132,47.56199154,21.944553,21.433064,20.623482,20.384026,20.618784,0.360428,0.072915,0.054911,0.071806,0.415535
587736980641808564,4011,40,4,132,180,6,251.74939731,47.56202479,22.951401,21.976721,21.734747,21.74898,21.353251,0.466074,0.066846,0.084179,0.124973,0.378455
587736980641808565,4011,40,4,132,181,6,251.74291857,47.56274202,22.428579,21.911757,21.627232,21.632544,20.983727,0.321779,0.067029,0.080705,0.120908,0.306419
587736980641808567,4011,40,4,132,183,6,251.74212684,47.56429876,23.108536,23.415779,23.019136,22.238251,22.145021,0.592589,0.246305,0.278096,0.216147,0.742465
587736980641808568,4011,40,4,132,184,3,251.74367205,47.56397782,22.550268,22.232018,21.818542,22.513651,24.01918,0.556172,0.132094,0.145249,0.420847,0.840647
587736980641808569,4011,40,4,132,185,3,251.74186804,47.56370864,25.990374,22.777924,23.2605,23.388859,22.115797,0.779258,0.181448,0.401219,0.65202,0.886522
587736980641808570,4011,40,4,132,186,6,251.74724348,47.56225933,23.416641,23.286705,23.572586,22.827625,22.891184,0.678244,0.198938,0.390412,0.314525,0.779701
587736980641808654,4011,40,4,132,270,6,251.7917616,47.54673653,24.131422,22.486374,22.151697,21.993343,21.222233,1.054857,0.1045,0.123779,0.16151,0.356603
587736980641808659,4011,40,4,132,275,6,251.79065549,47.54647292,24.040672,23.097986,23.262447,22.892467,22.557787,0.977194,0.168282,0.307097,0.331435,0.752396
587736980641808926,4011,40,4,132,542,6,251.76516886,47.56118318,23.342896,22.515841,22.257437,22.141325,22.504221,0.633383,0.103724,0.131284,0.175855,0.738559
587736980641808927,4011,40,4,132,543,6,251.76689688,47.56171156,23.498083,22.645515,22.551979,22.646122,23.352329,0.711903,0.11526,0.168545,0.2699,0.693488
587736980641808982,4011,40,4,132,598,6,251.79139677,47.54191702,22.544683,21.076986,20.808075,20.690271,20.418518,0.358568,0.034652,0.041036,0.054229,0.188461
587736980641809010,4011,40,4,132,626,6,251.79897076,47.52814066,21.335033,19.864851,19.225859,18.94486,18.871391,0.125207,0.014914,0.012767,0.013876,0.047314
587736980641809011,4011,40,4,132,627,6,251.79588716,47.53144971,22.234982,20.992371,20.645781,20.525869,21.006868,0.281655,0.033016,0.036459,0.048075,0.317175
587736980641809014,4011,40,4,132,630,6,251.796647,47.52762178,23.552626,21.655169,21.594669,21.504379,21.855305,0.73854,0.051515,0.074142,0.101116,0.543718
587736980641809016,4011,40,4,132,632,6,251.79621801,47.52864715,23.195595,22.255188,21.987345,21.715548,21.613789,0.656894,0.096204,0.118833,0.144044,0.555643
587736980641809017,4011,40,4,132,633,6,251.79830355,47.53226636,22.998034,22.439987,22.134169,21.957506,22.740223,0.47829,0.096943,0.11691,0.149466,0.782137
587736980641809018,4011,40,4,132,634,6,251.79602877,47.52974412,24.614714,23.009111,22.911606,23.176338,22.976896,1.112249,0.157183,0.228711,0.40834,0.763536
587736980641809115,4011,40,4,132,731,6,251.73100511,47.56305932,22.858284,22.249918,20.845545,19.772949,19.129869,0.445912,0.085182,0.040915,0.024784,0.058855
587736980641809165,4011,40,4,132,781,6,251.74768203,47.56432272,24.509266,24.225534,21.858973,20.096481,19.370516,1.296332,0.488953,0.109628,0.035824,0.082578
587736980641809168,4011,40,4,132,784,3,251.74740371,47.56463573,22.210699,21.013342,21.125179,21.173813,23.030054,0.341769,0.039481,0.066674,0.106667,1.090859
587736980641809169,4011,40,4,132,785,6,251.74781357,47.56387839,22.79167,21.784033,21.467485,21.535135,22.572718,0.428826,0.059641,0.069003,0.109399,0.788816
587736980641809176,4011,40,4,132,792,6,251.74575324,47.56469488,22.919102,22.978912,22.664255,22.428944,21.656319,0.449768,0.152541,0.185263,0.223611,0.474962
587736980641809194,4011,40,4,132,810,6,251.78753526,47.54809373,21.874586,21.172363,20.916368,20.691103,20.889029,0.191913,0.035489,0.042612,0.050755,0.258769
587736980641809195,4011,40,4,132,811,3,251.78763256,47.54933383,23.215742,22.25045,21.914753,21.790289,22.265182,0.653671,0.091962,0.107756,0.147044,0.785893
587736980641809196,4011,40,4,132,812,6,251.7889652,47.54997668,25.120266,23.302706,23.006353,22.905788,23.541618,1.012564,0.199278,0.247343,0.33477,0.629547
587736980641809637,4011,40,4,132,1253,6,251.70258324,47.55096767,22.420801,21.370556,21.144943,21.179354,21.277744,0.323699,0.043857,0.054426,0.082724,0.391461
587736980641809645,4011,40,4,132,1261,3,251.73630991,47.56298184,23.734962,22.145735,22.044321,21.69175,20.967096,0.909797,0.084728,0.119274,0.132387,0.310214
587736980641809657,4011,40,4,132,1273,6,251.70178179,47.54824004,23.755539,22.95841,22.722544,22.940512,21.529823,0.849236,0.187538,0.19644,0.33933,0.434059
587736980641809683,4011,40,4,132,1299,6,251.75267397,47.56221232,23.916054,22.6429,22.527225,22.354504,22.431366,0.91951,0.115611,0.16547,0.210673,0.727236
587736980641809716,4011,40,4,132,1332,6,251.69364872,47.53615093,23.334663,22.905756,22.549473,23.115995,22.597218,0.635928,0.146339,0.169522,0.391494,0.765713
587736980641809769,4011,40,4,132,1385,6,251.77392178,47.55889904,22.769451,22.691999,22.380838,21.916111,22.249584,0.403934,0.1197,0.145573,0.144497,0.676126
587736980641809771,4011,40,4,132,1387,6,251.77523212,47.5587516,24.560867,23.02454,23.214939,22.433374,22.439436,1.147392,0.158598,0.294797,0.226091,0.726204
587736980641809782,4011,40,4,132,1398,3,251.76553722,47.55853302,23.003927,23.217525,23.37879,22.787434,23.853565,0.493151,0.186482,0.335514,0.304443,0.520843
587736980641809848,4011,40,4,132,1464,6,251.78501432,47.55066021,24.537151,22.668518,22.591936,22.183548,22.393591,1.126113,0.117347,0.174764,0.182644,0.715
587736980641809889,4011,40,4,132,1505,3,251.78849461,47.54474952,23.780222,22.259501,21.889349,22.138876,21.64572,0.989923,0.095333,0.108776,0.206719,0.564128
587736980641809944,4011,40,4,132,1560,6,251.79433825,47.54085894,22.957327,21.976313,21.665438,21.627869,22.289921,0.48002,0.067577,0.080373,0.115746,0.708135
587736980641809945,4011,40,4,132,1561,6,251.79601334,47.53954474,23.045555,22.710587,22.305405,22.094835,23.530539,0.548378,0.131933,0.146852,0.18591,0.712074
587736980641809964,4011,40,4,132,1580,6,251.70928921,47.50020223,22.767622,22.61517,22.584288,22.249424,21.990477,0.406209,0.114521,0.173697,0.191693,0.598993
587736980641810030,4011,40,4,132,1646,6,251.72079083,47.4953276,22.408693,21.568392,21.466591,21.154842,21.137341,0.297402,0.048727,0.066438,0.074127,0.318528
587736980641810071,4011,40,4,132,1687,6,251.7994513,47.52278322,22.79571,21.406324,21.238743,21.16272,21.592918,0.418723,0.042629,0.055237,0.076087,0.458479
587736980641810218,4011,40,4,132,1834,6,251.76935665,47.5584635,25.754328,24.236282,22.74423,23.058399,24.258457,0.693744,0.395851,0.198929,0.373772,0.385379
587736980641810345,4011,40,4,132,1961,6,251.77357294,47.55565212,24.825306,25.61009,24.00219,22.437077,21.995375,1.102994,0.474351,0.51617,0.226899,0.591988
587736980641873926,4011,40,4,133,6,6,251.7377921,47.49167663,20.055969,18.425587,17.787769,17.521425,17.398197,0.046976,7.065827E-3,6.122976E-3,6.603112E-3,0.015896
587736980641873929,4011,40,4,133,9,6,251.79299787,47.51055762,19.367006,18.177195,17.93265,17.870411,17.835674,0.030028,6.344988E-3,6.466889E-3,7.637753E-3,0.021948
587736980641873930,4011,40,4,133,10,6,251.75277424,47.49150032,20.211168,18.675383,18.043837,17.806047,17.694284,0.052479,7.840628E-3,6.818123E-3,7.409946E-3,0.019444
587736980641874275,4011,40,4,133,355,6,251.78419105,47.50167033,21.964844,21.031748,20.575245,20.364746,20.295923,0.224661,0.034242,0.034518,0.042167,0.17463
587736980641874689,4011,40,4,133,769,6,251.7840104,47.50411627,26.423029,22.050531,21.776686,21.650717,22.125746,0.489019,0.082328,0.101601,0.139885,0.794554
587736980641874693,4011,40,4,133,773,6,251.7652895,47.49625354,23.2915,21.728476,21.483509,21.24276,21.991486,0.730964,0.06404,0.079292,0.097353,0.746334
587736980641874695,4011,40,4,133,775,6,251.76671251,47.4968239,24.154261,22.502777,22.055717,21.967863,21.08629,1.086766,0.10875,0.115593,0.162013,0.331735
587736980641874699,4011,40,4,133,779,3,251.770071,47.49861251,22.57065,20.99119,20.771538,20.696222,20.557367,0.393442,0.034679,0.042425,0.059573,0.234385
587736980641874700,4011,40,4,133,780,6,251.77052384,47.49809664,23.020304,21.966002,21.695141,21.5879,21.806757,0.497231,0.067437,0.082403,0.108921,0.532228
587736980641874702,4011,40,4,133,782,6,251.77226077,47.49861881,23.067978,21.832241,21.694561,21.593603,20.902687,0.508949,0.059553,0.080633,0.108675,0.264336
587736980641874703,4011,40,4,133,783,3,251.7713737,47.49794622,25.037258,23.883036,23.216551,22.177139,23.141829,1.031397,0.31866,0.294391,0.181025,0.748453
587736980641874717,4011,40,4,133,797,6,251.7749914,47.49712703,22.779058,21.976336,21.707207,21.469358,21.461069,0.439323,0.071461,0.087318,0.107603,0.458935
587736980641874718,4011,40,4,133,798,6,251.77288625,47.49640881,25.160852,22.756548,22.422495,22.691193,21.624393,0.978013,0.127318,0.149635,0.278667,0.469021
587736980641874741,4011,40,4,133,821,6,251.76899702,47.49582769,24.117544,22.747198,22.361568,22.622925,22.159279,1.011455,0.12667,0.142482,0.263432,0.653263
587736980641874742,4011,40,4,133,822,6,251.7691372,47.49481805,23.791655,22.606192,22.606493,22.57131,23.044167,0.854724,0.112191,0.175298,0.251781,0.766255
587736980641874743,4011,40,4,133,823,6,251.77018616,47.49580498,23.955275,22.846914,22.644398,22.544254,23.395773,1.135103,0.163571,0.213904,0.301735,0.854308
587736980641808540,4011,40,4,132,156,6,251.69886972,47.5504526,19.515545,17.658798,16.902624,16.590357,16.433279,0.033647,5.417248E-3,4.589139E-3,5.055896E-3,9.388657E-3
587736980641808600,4011,40,4,132,216,6,251.68628912,47.51576315,22.405851,22.433107,22.021784,22.067867,21.84886,0.302414,0.098642,0.10828,0.164604,0.54528
587736980641808606,4011,40,4,132,222,6,251.78907354,47.55517285,19.002415,17.11657,16.399187,16.112934,15.974132,0.023927,4.648091E-3,4.043085E-3,4.606521E-3,7.466099E-3
587736980641808608,4011,40,4,132,224,6,251.78584335,47.55636555,22.328249,21.362925,21.008589,20.899849,20.915319,0.28313,0.04089,0.045771,0.060298,0.263893
587736980641808609,4011,40,4,132,225,3,251.79095545,47.5531019,24.72739,23.915138,22.125734,20.756487,20.63402,1.216738,0.348605,0.126855,0.059071,0.234032
587736980641808610,4011,40,4,132,226,6,251.79190946,47.55432937,23.464046,21.599285,21.289186,21.124695,21.375002,0.713859,0.050283,0.058763,0.075344,0.462799
587736980641808611,4011,40,4,132,227,3,251.79278138,47.55324483,22.117508,21.689367,21.491892,21.253153,20.926611,0.291227,0.063026,0.082136,0.102043,0.343655
587736980641808614,4011,40,4,132,230,6,251.79369145,47.55198027,23.656691,22.986683,22.7192,22.449823,23.437395,0.788806,0.152781,0.194468,0.235239,0.660262
587736980641808615,4011,40,4,132,231,6,251.7944478,47.55193119,23.35631,23.099081,22.579887,23.125721,22.218376,0.645136,0.167968,0.172648,0.394426,0.668463
587736980641808616,4011,40,4,132,232,6,251.78817371,47.55661802,24.595781,23.251123,22.676329,22.747505,21.474566,1.130496,0.190123,0.187868,0.293318,0.420574
587736980641808620,4011,40,4,132,236,6,251.69259003,47.50995789,19.342577,18.041119,17.569311,17.413952,17.378584,0.029512,6.057881E-3,5.613429E-3,6.379617E-3,0.015911
587736980641808622,4011,40,4,132,238,3,251.69162134,47.50939589,22.744328,22.009842,23.612846,21.667433,22.648016,0.466549,0.09089,0.529414,0.141612,0.915416
587736980641808645,4011,40,4,132,261,6,251.7968496,47.54338281,22.30962,20.648802,20.30345,20.085884,20.170118,0.293121,0.025222,0.027475,0.032854,0.152687
587736980641808646,4011,40,4,132,262,6,251.79930811,47.54435517,25.387377,22.078636,20.990976,20.414228,19.849117,0.924169,0.07472,0.046567,0.042177,0.111302
587736980641808647,4011,40,4,132,263,3,251.79343032,47.54719873,22.921106,21.876131,20.565023,19.984491,19.616222,0.687036,0.087613,0.043573,0.041613,0.136875
587736980641808649,4011,40,4,132,265,6,251.79455607,47.54469644,22.144369,21.299067,20.965721,20.859753,20.648802,0.25145,0.040023,0.045459,0.060741,0.221374
587736980641808650,4011,40,4,132,266,6,251.79250012,47.54873544,23.555252,21.617832,21.381462,21.391319,21.102474,0.777025,0.051809,0.064659,0.097065,0.330376
587736980641808652,4011,40,4,132,268,6,251.80217227,47.54220861,23.039991,22.562679,22.159279,21.865673,22.841331,0.502566,0.10806,0.12028,0.138653,0.770513
587736980641808657,4011,40,4,132,273,6,251.80133753,47.54249404,24.807917,22.674995,22.635143,22.154799,22.130711,1.100148,0.118476,0.181407,0.178079,0.639428
587736980641808658,4011,40,4,132,274,6,251.79292482,47.54619094,24.785524,22.587294,22.386215,22.059973,21.378233,1.137578,0.112974,0.151058,0.170831,0.400874
587736980641808660,4011,40,4,132,276,6,251.79214403,47.55048158,23.551359,23.209024,23.440886,22.818573,22.733803,0.74079,0.184238,0.351153,0.311533,0.768808
587736980641808661,4011,40,4,132,277,3,251.79139207,47.54822502,24.749361,22.41597,22.325859,21.889591,21.601967,1.788828,0.147961,0.215178,0.23132,0.76149
587736980641808662,4011,40,4,132,278,6,251.79244537,47.54984249,24.971773,23.812387,22.840282,23.428003,22.904558,1.054999,0.295473,0.215182,0.484675,0.768729
587736980641808868,4011,40,4,132,484,3,251.72220633,47.56612004,22.24181,21.495773,20.946915,20.724207,21.055218,0.339001,0.056849,0.054049,0.068977,0.412861
587736980641808869,4011,40,4,132,485,6,251.71916227,47.56528084,24.073154,22.63942,22.34469,22.015413,21.505617,0.99302,0.115266,0.141338,0.156515,0.426761
587736980641808884,4011,40,4,132,500,6,251.71262231,47.56169279,21.778496,21.018894,20.626348,20.367441,20.30295,0.17836,0.032145,0.034087,0.038716,0.15721
587736980641808887,4011,40,4,132,503,6,251.71358922,47.56280991,23.286955,23.110558,22.907114,22.539156,22.450603,0.61147,0.171406,0.228496,0.245326,0.731055
587736980641808921,4011,40,4,132,537,6,251.76718072,47.5656772,22.487881,21.062616,20.651379,20.504917,20.421259,0.321993,0.032737,0.034438,0.043322,0.173008
587736980641808922,4011,40,4,132,538,3,251.77061823,47.56110082,21.483093,20.897484,20.077848,19.649721,19.170027,0.200114,0.038628,0.029175,0.031286,0.092547
587736980641808923,4011,40,4,132,539,6,251.76890956,47.56535969,22.225962,21.145439,20.824793,20.51906,20.479666,0.257186,0.034756,0.039387,0.043784,0.181908
587736980641808924,4011,40,4,132,540,6,251.77031884,47.56357492,22.765484,21.221025,21.026558,20.793587,20.667315,0.405724,0.036672,0.046387,0.055097,0.213843
587736980641808925,4011,40,4,132,541,3,251.76687488,47.56369899,21.734894,21.214825,20.979525,20.796341,21.406528,0.234867,0.047628,0.059811,0.078165,0.583165
587736980641808928,4011,40,4,132,544,6,251.77152596,47.56388904,24.347841,23.041866,22.414701,22.441725,23.557692,1.079172,0.160354,0.149741,0.226397,0.623517
587736980641808929,4011,40,4,132,545,6,251.76799119,47.5622607,24.249426,24.086512,22.743526,22.345348,21.107515,1.055241,0.359606,0.198483,0.209055,0.31449
587736980641808930,4011,40,4,132,546,6,251.76791776,47.5643418,24.352243,22.970997,22.775375,22.796391,22.841684,1.137215,0.157541,0.212975,0.322801,0.823538
587736980641808931,4011,40,4,132,547,3,251.7697316,47.56259957,23.959171,24.245142,22.579197,22.556738,22.455498,1.09047,0.459626,0.198638,0.298065,0.880889
587736980641808932,4011,40,4,132,548,6,251.76938913,47.56219323,24.680937,23.22403,23.865795,24.051474,22.333498,1.282147,0.211557,0.538053,0.75433,0.825792
587736980641808990,4011,40,4,132,606,6,251.80181619,47.54025695,20.698223,19.477421,18.932455,18.687508,18.592693,0.075421,0.011782,0.010712,0.011752,0.037464
